feature.name	chr	start	end	pvalue	qvalue	meth.diff	dist.to.feature	ensembl_gene_id	mgi_symbol	entrezgene_description
ENSMUST00000214354.1	chr9	60786001	60787000	1.81920625891641e-17	4.17143411499846e-14	-27.4752948000594	-7542	ENSMUSG00000034485	Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats
ENSMUST00000214422.1	chr9	44574001	44575000	4.37907163020124e-11	3.84357635631825e-08	-28.6656891495601	-4608	ENSMUSG00000111378	Gm47230	
ENSMUST00000214443.1	chr9	77684001	77685000	5.84413386272642e-18	1.4314256119582e-14	-32.6513265739785	22883	ENSMUSG00000110838	Gm47789	
ENSMUST00000214447.1	chr9	41714001	41715000	3.02884971412511e-36	4.5699038813354e-32	-51.0530137981118	22381	ENSMUSG00000110862	Gm35835	
ENSMUST00000214513.1	chr9	48004001	48005000	1.62339979874261e-28	1.30285768551421e-24	-35.4293299797387	-3204	ENSMUSG00000111437	Gm47236	
ENSMUST00000214526.1	chr9	35094001	35095000	3.64840736905132e-19	1.03666430240812e-15	-25.9327012717454	4072	ENSMUSG00000032038	St3gal4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
ENSMUST00000214654.1	chr9	45406001	45407000	1.89998215073053e-26	1.20448641094785e-22	-46.8707482993197	0	ENSMUSG00000059412	Fxyd2	FXYD domain-containing ion transport regulator 2
ENSMUST00000214689.1	chr9	41867001	41868000	2.01698126459373e-45	5.43429459296408e-41	-44.6392300996228	7552	ENSMUSG00000111511		RIKEN cDNA 6720432D03 gene
ENSMUST00000214736.1	chr9	47690001	47691000	1.54601824952264e-17	3.57763772232203e-14	-27.9547797908381	-80141	ENSMUSG00000110959	Gm47198	
ENSMUST00000214762.1	chr9	44993001	44994000	5.55564744525219e-28	4.23349282975899e-24	-37.0106802611243	-5429	ENSMUSG00000111203	Gm48719	
ENSMUST00000214800.1	chr9	44986001	44987000	3.11312661945836e-22	1.24260851654044e-18	-26.8027210884354	51	ENSMUSG00000032094	Cd3d	CD3 antigen, delta polypeptide
ENSMUST00000214812.1	chr9	61212001	61213000	1.19130100262301e-10	9.63766911518931e-08	-25.1649230359166	5324	ENSMUSG00000111449	Gm34105	predicted gene, 34105
ENSMUST00000214875.1	chr9	39724001	39725000	6.96883895486231e-08	2.89178429319835e-05	-26.0204081632653	38	ENSMUSG00000111305	Olfr966-ps1	
ENSMUST00000214981.2	chr9	40137001	40138000	1.00285936417471e-12	1.15592519049892e-09	-25.2945252945253	-6818	ENSMUSG00000049073	Olfr985	olfactory receptor 985
ENSMUST00000215015.1	chr9	47866001	47867000	2.30361464844221e-20	7.52310626990311e-17	-33.783227475888	81162	ENSMUSG00000111668	Gm47213	
ENSMUST00000215128.1	chr9	37765001	37766000	3.38110378609835e-10	2.5229386587323e-07	-25.2454199792603	-5857	ENSMUSG00000058628	Olfr875	olfactory receptor 875
ENSMUST00000215165.1	chr9	58935001	58936000	1.43323072590053e-11	1.38388170322474e-08	-27.810918665405	-41068	ENSMUSG00000032340	Neo1	neogenin
ENSMUST00000215190.1	chr9	70902001	70903000	8.87833401836859e-16	1.61004307136549e-12	-28.858024691358	-27488	ENSMUSG00000111631	Gm32017	
ENSMUST00000215213.1	chr9	42383001	42384000	4.80845369215925e-16	9.03481435719517e-13	-29.8454573157459	-1862	ENSMUSG00000110937	Gm47629	
ENSMUST00000215275.1	chr9	59219001	59220000	8.83068150975955e-25	4.69142980115715e-21	-43.4285714285714	15072	ENSMUSG00000110789	Gm33053	
ENSMUST00000215323.1	chr9	55845001	55846000	5.74881786430903e-18	1.41266608540212e-14	-33.8538254349567	-52692	ENSMUSG00000034007	Scaper	S phase cyclin A-associated protein in the ER
ENSMUST00000215382.1	chr9	33297001	33298000	1.44528402570985e-21	5.41099954126975e-18	-42.8907503118874	759	ENSMUSG00000111467	Gm47775	
ENSMUST00000215435.1	chr9	60548001	60549000	4.9686722954107e-10	3.59209030084457e-07	-27.0612620912022	0	ENSMUSG00000111512	Gm17853	
ENSMUST00000215455.1	chr9	62931001	62932000	4.70129757437704e-13	5.7203868124783e-10	-25.5173398030541	19997	ENSMUSG00000032405	Pias1	protein inhibitor of activated STAT 1
ENSMUST00000215586.1	chr9	61117001	61118000	7.01162421824806e-29	5.74950095023347e-25	-27.8431827612155	6617	ENSMUSG00000111169	Gm34004	
ENSMUST00000215589.1	chr9	69577001	69578000	1.16588998571029e-26	7.48546959053819e-23	-26.4097004054001	21755	ENSMUSG00000111096	Gm47203	
ENSMUST00000215591.1	chr9	55055001	55056000	1.5800798507499e-13	2.06229382578566e-10	-26.1776508441488	199	ENSMUSG00000111750	Gm47886	
ENSMUST00000215601.1	chr9	40703001	40704000	1.36409703065474e-40	2.89878666973141e-36	-39.367816091954	-11158	ENSMUSG00000111794	Gm48294	
ENSMUST00000215652.1	chr9	45452001	45453000	4.30846615698294e-25	2.3638468331666e-21	-33.3073082275014	-20272	ENSMUSG00000097074	4833428L15Rik	RIKEN cDNA 4833428L15 gene
ENSMUST00000215697.1	chr9	40489001	40490000	6.76426740252911e-20	2.11740078655839e-16	-25.4826652999744	1283	ENSMUSG00000111515	Gm5055	
ENSMUST00000215702.1	chr9	33808001	33809000	2.17118983874342e-14	3.21479255930721e-11	-28.7626130403529	-52203	ENSMUSG00000111265	Gm47784	
ENSMUST00000215724.1	chr9	67164001	67165000	2.17081969969507e-16	4.27029355298584e-13	-29.0027862372837	30442	ENSMUSG00000111556	Gm19299	predicted gene, 19299
ENSMUST00000215745.1	chr9	41510001	41511000	3.24088698804948e-23	1.44242595881257e-19	-32.9699500025772	2781	ENSMUSG00000110801	Gm48736	
ENSMUST00000215753.1	chr9	47966001	47967000	2.71096395030106e-22	1.09658992474113e-18	-31.7515563101302	1527	ENSMUSG00000111294	Gm47215	
ENSMUST00000215780.1	chr9	48193001	48194000	1.940791421106e-15	3.34657183335986e-12	-26.7145045387723	30888	ENSMUSG00000044229	Nxpe4	neurexophilin and PC-esterase domain family, member 4
ENSMUST00000215814.1	chr9	70947001	70948000	3.22021263376062e-34	4.15267581394492e-30	-41.5541401273885	4222	ENSMUSG00000032207	Lipc	lipase, hepatic
ENSMUST00000215867.1	chr9	33643001	33644000	2.0424398777524e-15	3.49389650917919e-12	-26.3517812726957	45638	ENSMUSG00000111276	Gm47778	
ENSMUST00000215895.1	chr9	40815001	40816000	9.799046786285e-22	3.73351573484585e-18	-41.511363197901	-4969	ENSMUSG00000110982	Gm48565	
ENSMUST00000215994.1	chr9	59307001	59308000	2.82107753236239e-16	5.42218967994275e-13	-34.2755825734549	-3648	ENSMUSG00000025236	Adpgk	ADP-dependent glucokinase
ENSMUST00000216078.1	chr9	45654001	45655000	1.31428276357613e-24	6.76784700815749e-21	-37.0330600026032	-17837	ENSMUSG00000032087	Dscaml1	DS cell adhesion molecule like 1
ENSMUST00000216112.1	chr9	52763001	52764000	2.84691044751843e-14	4.14213634677806e-11	-27.536130044738	-11	ENSMUSG00000110833	Gm47981	
ENSMUST00000216170.1	chr9	61029001	61030000	9.09002326946497e-12	9.05277450744556e-09	-26.7709802915651	-2212	ENSMUSG00000111147	Gm33699	
ENSMUST00000216204.1	chr9	40648001	40649000	1.05667403336289e-25	6.35179765234042e-22	-38.5720201601907	20108	ENSMUSG00000110992	Gm35371	
ENSMUST00000216276.1	chr9	38283001	38284000	6.08671563613532e-20	1.91324732953628e-16	-30.1886363636364	-7107	ENSMUSG00000111814	Olfr896-ps1	
ENSMUST00000216282.1	chr9	65545001	65546000	8.52436868010878e-18	2.03504720291877e-14	-26.2645348837209	-15196	ENSMUSG00000111818	Gm17749	
ENSMUST00000216339.1	chr9	68413001	68414000	6.44231000567e-24	3.115418295597e-20	-41.6065849555395	7905	ENSMUSG00000111562	Gm19987	
ENSMUST00000216390.1	chr9	76754001	76755000	4.24938281727342e-16	8.0343788564987e-13	-28.6194959844918	0	ENSMUSG00000111222	Gm34158	
ENSMUST00000216490.1	chr9	45411001	45412000	3.33296684878372e-13	4.15599450196731e-10	-32.2770646850194	2091	ENSMUSG00000111186	Gm48135	
ENSMUST00000216522.1	chr9	47861001	47862000	3.07393999410512e-14	4.45526967342649e-11	-26.4430740833963	-84265	ENSMUSG00000111155	Gm47197	
ENSMUST00000216525.1	chr9	40549001	40550000	5.55368908053007e-19	1.54032372024165e-15	-30.570296664824	1643	ENSMUSG00000110922	Gm35177	
ENSMUST00000216563.1	chr9	50529001	50530000	2.53948857012577e-27	1.78212081699154e-23	-34.0455163043478	236	ENSMUSG00000111654	Gm47077	
ENSMUST00000216565.1	chr9	62292001	62293000	8.57320425179074e-22	3.27472937642775e-18	-37.3155530018275	-5502	ENSMUSG00000111193	Gm35288	
ENSMUST00000216609.1	chr9	45862001	45863000	5.0973361884692e-14	7.15692615877165e-11	-26.8807339449541	-1320	ENSMUSG00000111128	Gm49338	
ENSMUST00000216614.1	chr9	45916001	45917000	7.36549001701051e-22	2.84219733896613e-18	-29.3075322369597	-1593	ENSMUSG00000035382	Pcsk7	proprotein convertase subtilisin/kexin type 7
ENSMUST00000216618.1	chr9	35207001	35208000	2.73796286215008e-17	6.12002393850526e-14	-31.3061724077636	-313	ENSMUSG00000039048	Foxred1	FAD-dependent oxidoreductase domain containing 1
ENSMUST00000216630.1	chr9	46715001	46716000	1.28862625527462e-09	8.55752131059687e-07	-27.6555079346693	-844	ENSMUSG00000111783	Gm8863	
ENSMUST00000216643.1	chr9	42188001	42189000	3.10894392268299e-11	2.81143604634231e-08	-26.1578254326561	20214	ENSMUSG00000111767	4930546K05Rik	RIKEN cDNA 4930546K05 gene
ENSMUST00000216653.1	chr9	52528001	52529000	4.50465466230201e-19	1.27038998443492e-15	-33.7853323147441	123704	ENSMUSG00000111112	Gm49389	
ENSMUST00000216655.1	chr9	67653001	67654000	1.11877618251571e-06	0.00030870527243266	-25.7828476482618	-46181	ENSMUSG00000111819	Gm47110	
ENSMUST00000216668.1	chr9	41441001	41442000	2.21798101680282e-23	1.01101866098539e-19	-28.1779551892866	21952	ENSMUSG00000110885	Gm48739	
ENSMUST00000216682.1	chr9	51608001	51609000	3.62814270869212e-19	1.03285137558604e-15	-29.2669907269627	-13745	ENSMUSG00000111162	Gm7293	
ENSMUST00000216792.1	chr9	40756001	40757000	8.32097000382151e-20	2.55694746424718e-16	-28.9696435094847	5256	ENSMUSG00000111189	Gm48293	
ENSMUST00000216809.1	chr9	74929001	74930000	3.49709685818941e-14	5.02383186694715e-11	-30.3695604635906	-22884	ENSMUSG00000034858	Fam214a	family with sequence similarity 214, member A
ENSMUST00000216827.1	chr9	68045001	68046000	2.41844461345185e-09	1.5165958505832e-06	-25.8333333333333	-19288	ENSMUSG00000111841	Gm20745	predicted gene, 20745
ENSMUST00000216896.1	chr9	48867001	48868000	6.86793052819066e-15	1.09769892737145e-11	-28.6419172932331	-28451	ENSMUSG00000111570	Gm32335	
ENSMUST00000216899.1	chr9	60371001	60372000	1.7846200132267e-16	3.52899108873556e-13	-28.4130376703179	21758	ENSMUSG00000111065	Gm47676	
ENSMUST00000216936.1	chr9	40628001	40629000	4.14820257309916e-33	4.88966749668753e-29	-28.869722932619	-11616	ENSMUSG00000111504	Gm48284	
ENSMUST00000216972.1	chr9	67414001	67415000	5.28667428679139e-21	1.84641001923804e-17	-27.3017957750801	-9503	ENSMUSG00000111412	Gm47047	
ENSMUST00000216974.1	chr9	54222001	54223000	6.62778061815323e-15	1.06043919809169e-11	-28.0925449871465	-19781	ENSMUSG00000032274	Cyp19a1	cytochrome P450, family 19, subfamily a, polypeptide 1
ENSMUST00000216975.1	chr9	41620001	41621000	2.0475539945023e-22	8.39492624719324e-19	-38.29458561829	1011	ENSMUSG00000111107	Gm48737	
ENSMUST00000217076.1	chr9	42138001	42139000	1.32357837830251e-13	1.75024893099803e-10	-32.515034999507	-2993	ENSMUSG00000111167	Gm39321	
ENSMUST00000217082.1	chr9	48032001	48033000	3.38461657937174e-15	5.61791203735417e-12	-30.4516074610656	-16516	ENSMUSG00000111117	A730065G17Rik	
ENSMUST00000217144.1	chr9	65489001	65490000	4.61214352975772e-15	7.57210527539698e-12	-29.0696792781864	12656	ENSMUSG00000066510	Ankdd1a	ankyrin repeat and death domain containing 1A
ENSMUST00000217151.1	chr9	45130001	45131000	2.10556380925691e-12	2.28550906255023e-09	-34.6270928462709	3833	ENSMUSG00000074385	Gm10684	predicted gene 10684
ENSMUST00000217194.1	chr9	44747001	44748000	2.47541563940684e-11	2.26906867458429e-08	-26.4930203940369	2509	ENSMUSG00000032096	Arcn1	archain 1
ENSMUST00000217258.1	chr9	41895001	41896000	1.26033210930602e-50	5.43308246807757e-46	-49.1201261623797	-4398	ENSMUSG00000111726	Gm40513	
ENSMUST00000217265.1	chr9	40938001	40939000	4.87860371338787e-13	5.92180025089529e-10	-25.9669768290458	-7576	ENSMUSG00000111346	Gm18586	
ENSMUST00000217288.1	chr9	41134001	41135000	9.7853717055052e-14	1.32294708414239e-10	-31.4402323208539	-21921	ENSMUSG00000110914	Gm48611	
ENSMUST00000217339.1	chr9	36793001	36794000	1.0834615054426e-10	8.86506470355282e-08	-25.1366120218579	-2510	ENSMUSG00000062762	Ei24	etoposide induced 2.4 mRNA
ENSMUST00000217349.1	chr9	46613001	46614000	8.65937455231462e-27	5.73034828393999e-23	-40.2816542781875	5748	ENSMUSG00000111649	Gm48945	
ENSMUST00000217419.1	chr9	33137001	33138000	6.35147596725411e-20	1.9923192145251e-16	-42.6214196762142	-13292	ENSMUSG00000111645	Gm32171	
ENSMUST00000217514.1	chr9	46005001	46006000	1.47018823118741e-24	7.49394621066036e-21	-44.187675070028	6691	ENSMUSG00000003131	Pafah1b2	platelet-activating factor acetylhydrolase, isoform 1b, subunit 2
ENSMUST00000217540.1	chr9	44634001	44635000	5.04698499535182e-18	1.2524424382123e-14	-27.669089222205	0	ENSMUSG00000111030	Gm47234	
ENSMUST00000217785.1	chr10	72298001	72299000	7.27173702865065e-08	3.00096768242919e-05	26.7557932263815	-10321	ENSMUSG00000053830	Gm9923	
ENSMUST00000219240.1	chr10	61336001	61337000	6.30247204344336e-08	2.6591495243558e-05	-25.751329787234	5328	ENSMUSG00000020092	Pald1	phosphatase domain containing, paladin 1
ENSMUST00000219590.1	chr12	60265001	60266000	9.6201613694257e-12	9.54294638000772e-09	29.6050681683462	-51888	ENSMUSG00000112092	Gm32936	predicted gene, 32936
ENSMUST00000221726.1	chr13	65662001	65663000	3.69198723085559e-31	3.59383250825566e-27	27.5687457065503	8499	ENSMUSG00000113461	Gm48186	
ENSMUST00000224873.1	chr13	98994001	98995000	4.9561983300718e-69	3.56089135244619e-64	35.6907990286637	0	ENSMUSG00000114203	Gm35279	predicted gene, 35279
ENSMUST00000225083.1	chr14	54297001	54298000	4.86671310358111e-82	5.24489804016604e-77	51.4463866957065	0	ENSMUSG00000105703	Gm43305	
ENSMUST00000225436.1	chr14	22947001	22948000	3.79762541949833e-12	3.96527780621271e-09	27.3095929993925	19077	ENSMUSG00000114496	Gm47601	
ENSMUST00000225626.1	chr13	48228001	48229000	1.38515013554885e-17	3.22515939723682e-14	-28.4602190262568	8252	ENSMUSG00000114457	Gm36346	
ENSMUST00000225643.1	chr13	118110001	118111000	3.10342824631061e-08	1.44787488119423e-05	-27.9876493489059	62683	ENSMUSG00000114713	Gm9633	
ENSMUST00000227430.1	chr14	122958001	122959000	6.36904439510928e-11	5.41383804130374e-08	25.1660116546958	-3087	ENSMUSG00000041594	Tmtc4	transmembrane and tetratricopeptide repeat containing 4
ENSMUST00000229194.1	chr15	61580001	61581000	1.00745092150126e-12	1.16033112886622e-09	25.8209279320578	-35819	ENSMUSG00000116109	Gm49498	
ENSMUST00000233023.1	chr14	51488001	51489000	3.66262194176345e-37	5.75638987270747e-33	-25.6772953973092	36146	ENSMUSG00000070448	Vmn2r89	vomeronasal 2, receptor 89
ENSMUST00000233579.1	chr17	40371001	40372000	6.9568232439983e-75	5.52442025419912e-70	-38.5493299861697	-46667	ENSMUSG00000117162	Gm49840	
ENSMUST00000234467.1	chr18	30267001	30268000	0	0	76.7380601011484	0	ENSMUSG00000117465	Gm49980	
